STATUT	Order ID	Product	Quantity Ordered	Price	Order	Purchase Address
Sales_April_2019.csv	176700	34in Ultrawide Monitor	1	380	43562	Dallas
Sales_April_2019.csv	176701	USB-C Charging Cable	1	12	43566	Austin
Sales_April_2019.csv	176702	AA Batteries (4-pack)	1	4	43578	Seattle
Sales_April_2019.csv	176703	20in Monitor	1	110	43572	New York City
Sales_April_2019.csv	176704	AA Batteries (4-pack)	2	4	43572	Seattle
Sales_April_2019.csv	176705	Lightning Charging Cable	2	15	43561	Austin
Sales_April_2019.csv	176706	Lightning Charging Cable	1	15	43568	New York City
Sales_April_2019.csv	176707	Apple Airpods Headphones	1	150	43568	Portland
Sales_April_2019.csv	176708	Wired Headphones	1	12	43583	New York City
Sales_April_2019.csv	176709	AA Batteries (4-pack)	1	4	43579	Dallas
Sales_April_2019.csv	176710	20in Monitor	2	110	43562	Dallas
Sales_April_2019.csv	176711	Flatscreen TV	1	300	43585	Dallas
Sales_April_2019.csv	176712	Google Phone	1	600	43575	San Francisco
Sales_April_2019.csv	176713	Wired Headphones	1	12	43576	San Francisco
Sales_April_2019.csv	176714	USB-C Charging Cable	1	12	43581	Los Angeles
Sales_April_2019.csv	176715	Apple Airpods Headphones	1	150	43582	San Francisco
Sales_April_2019.csv	176716	Wired Headphones	1	12	43579	Los Angeles
Sales_April_2019.csv	176717	Apple Airpods Headphones	1	150	43574	Atlanta
Sales_April_2019.csv	176718	Lightning Charging Cable	1	15	43577	Los Angeles
Sales_April_2019.csv	176719	Flatscreen TV	1	300	43582	Boston
Sales_April_2019.csv	176720	Lightning Charging Cable	1	15	43576	Portland
Sales_April_2019.csv	176721	AAA Batteries (4-pack)	1	3	43581	San Francisco
Sales_April_2019.csv	176722	27in 4K Gaming Monitor	1	390	43556	New York City
Sales_April_2019.csv	176723	27in 4K Gaming Monitor	1	390	43574	Portland
Sales_April_2019.csv	176724	Lightning Charging Cable	1	15	43581	San Francisco
Sales_April_2019.csv	176725	AA Batteries (4-pack)	2	4	43570	San Francisco
Sales_April_2019.csv	176726	USB-C Charging Cable	1	12	43568	Los Angeles
Sales_April_2019.csv	176727	Lightning Charging Cable	1	15	43569	Los Angeles
Sales_April_2019.csv	176728	Lightning Charging Cable	1	15	43576	Atlanta
Sales_April_2019.csv	176729	USB-C Charging Cable	1	12	43579	Seattle
Sales_April_2019.csv	176730	Bose SoundSport Headphones	1	100	43572	New York City
Sales_April_2019.csv	176731	AAA Batteries (4-pack)	2	3	43576	San Francisco
Sales_April_2019.csv	176732	iPhone	1	700	43578	Dallas
Sales_April_2019.csv	176733	20in Monitor	1	110	43566	San Francisco
Sales_April_2019.csv	176734	Apple Airpods Headphones	1	150	43558	New York City
Sales_April_2019.csv	176735	27in FHD Monitor	1	150	43571	Austin
Sales_April_2019.csv	176736	AA Batteries (4-pack)	1	4	43572	Los Angeles
Sales_April_2019.csv	176737	Apple Airpods Headphones	1	150	43562	Los Angeles
Sales_April_2019.csv	176738	AA Batteries (4-pack)	1	4	43558	San Francisco
Sales_April_2019.csv	176739	34in Ultrawide Monitor	1	380	43560	Austin
Sales_April_2019.csv	176739	Google Phone	1	600	43560	Austin
Sales_April_2019.csv	176740	Bose SoundSport Headphones	1	100	43579	Dallas
Sales_April_2019.csv	176741	USB-C Charging Cable	1	12	43584	San Francisco
Sales_April_2019.csv	176742	Wired Headphones	1	12	43572	Los Angeles
Sales_April_2019.csv	176743	27in 4K Gaming Monitor	1	390	43556	Atlanta
Sales_April_2019.csv	176744	Lightning Charging Cable	1	15	43569	Los Angeles
Sales_April_2019.csv	176745	Wired Headphones	1	12	43579	Los Angeles
Sales_April_2019.csv	176746	27in 4K Gaming Monitor	1	390	43563	Seattle
Sales_April_2019.csv	176747	Macbook Pro Laptop	1	1700	43582	San Francisco
Sales_April_2019.csv	176748	Flatscreen TV	1	300	43579	Boston
Sales_April_2019.csv	176749	ThinkPad Laptop	1	1000	43581	Seattle
Sales_April_2019.csv	176750	AA Batteries (4-pack)	1	4	43568	Austin
Sales_April_2019.csv	176751	AAA Batteries (4-pack)	1	3	43573	San Francisco
Sales_April_2019.csv	176752	AA Batteries (4-pack)	1	4	43568	San Francisco
Sales_April_2019.csv	176753	USB-C Charging Cable	1	12	43556	Atlanta
Sales_April_2019.csv	176754	34in Ultrawide Monitor	1	380	43557	Los Angeles
Sales_April_2019.csv	176755	27in 4K Gaming Monitor	1	390	43564	Seattle
Sales_April_2019.csv	176756	27in FHD Monitor	1	150	43560	New York City
Sales_April_2019.csv	176757	AA Batteries (4-pack)	1	4	43566	Portland
Sales_April_2019.csv	176758	34in Ultrawide Monitor	1	380	43573	San Francisco
Sales_April_2019.csv	176759	Lightning Charging Cable	1	15	43561	Los Angeles
Sales_April_2019.csv	176760	Wired Headphones	1	12	43557	San Francisco
Sales_April_2019.csv	176761	Apple Airpods Headphones	1	150	43581	San Francisco
Sales_April_2019.csv	176762	AA Batteries (4-pack)	1	4	43573	Seattle
Sales_April_2019.csv	176763	USB-C Charging Cable	1	12	43580	San Francisco
Sales_April_2019.csv	176764	Wired Headphones	1	12	43571	Atlanta
Sales_April_2019.csv	176765	USB-C Charging Cable	1	12	43569	San Francisco
Sales_April_2019.csv	176766	AA Batteries (4-pack)	2	4	43576	Boston
Sales_April_2019.csv	176767	27in 4K Gaming Monitor	1	390	43564	Atlanta
Sales_April_2019.csv	176768	Wired Headphones	1	12	43559	Los Angeles
Sales_April_2019.csv	176769	AA Batteries (4-pack)	1	4	43584	San Francisco
Sales_April_2019.csv	176770	Wired Headphones	1	12	43563	San Francisco
Sales_April_2019.csv	176771	Lightning Charging Cable	1	15	43579	New York City
Sales_April_2019.csv	176772	AA Batteries (4-pack)	1	4	43565	New York City
Sales_April_2019.csv	176773	AAA Batteries (4-pack)	2	3	43580	Portland
Sales_April_2019.csv	176774	Lightning Charging Cable	1	15	43580	Los Angeles
Sales_April_2019.csv	176774	USB-C Charging Cable	1	12	43580	Los Angeles
Sales_April_2019.csv	176775	USB-C Charging Cable	2	12	43556	San Francisco
Sales_April_2019.csv	176776	Bose SoundSport Headphones	1	100	43579	Seattle
Sales_April_2019.csv	176777	Apple Airpods Headphones	1	150	43569	Portland
Sales_April_2019.csv	176778	34in Ultrawide Monitor	1	380	43567	San Francisco
Sales_April_2019.csv	176779	27in FHD Monitor	1	150	43559	Atlanta
Sales_April_2019.csv	176780	Lightning Charging Cable	1	15	43573	New York City
Sales_April_2019.csv	176781	iPhone	1	700	43558	Dallas
Sales_April_2019.csv	176781	Lightning Charging Cable	1	15	43558	Dallas
Sales_April_2019.csv	176782	Apple Airpods Headphones	1	150	43577	San Francisco
Sales_April_2019.csv	176783	Apple Airpods Headphones	1	150	43560	San Francisco
Sales_April_2019.csv	176784	AAA Batteries (4-pack)	1	3	43563	Los Angeles
Sales_April_2019.csv	176785	Bose SoundSport Headphones	1	100	43558	Los Angeles
Sales_April_2019.csv	176786	20in Monitor	1	110	43561	San Francisco
Sales_April_2019.csv	176787	Google Phone	1	600	43569	Los Angeles
Sales_April_2019.csv	176788	Bose SoundSport Headphones	1	100	43570	New York City
Sales_April_2019.csv	176789	Lightning Charging Cable	1	15	43576	San Francisco
Sales_April_2019.csv	176790	AAA Batteries (4-pack)	1	3	43583	Austin
Sales_April_2019.csv	176791	Google Phone	1	600	43576	Los Angeles
Sales_April_2019.csv	176792	27in 4K Gaming Monitor	1	390	43585	Atlanta
Sales_April_2019.csv	176793	Wired Headphones	1	12	43572	San Francisco
Sales_April_2019.csv	176794	Lightning Charging Cable	1	15	43565	Dallas
Sales_April_2019.csv	176795	Wired Headphones	1	12	43568	San Francisco
Sales_April_2019.csv	176796	Bose SoundSport Headphones	1	100	43562	Los Angeles
Sales_April_2019.csv	176797	Google Phone	1	600	43576	Los Angeles
Sales_April_2019.csv	176797	Bose SoundSport Headphones	1	100	43576	Los Angeles
Sales_April_2019.csv	176797	Wired Headphones	1	12	43576	Los Angeles
Sales_April_2019.csv	176798	iPhone	1	700	43561	Atlanta
Sales_April_2019.csv	176799	Wired Headphones	1	12	43558	Portland
Sales_April_2019.csv	176800	Lightning Charging Cable	1	15	43564	Atlanta
Sales_April_2019.csv	176801	Vareebadd Phone	1	400	43583	San Francisco
Sales_April_2019.csv	176802	AA Batteries (4-pack)	1	4	43584	Boston
Sales_April_2019.csv	176803	AA Batteries (4-pack)	1	4	43556	Austin
Sales_April_2019.csv	176804	Bose SoundSport Headphones	1	100	43576	Seattle
Sales_April_2019.csv	176805	Google Phone	1	600	43556	Portland
Sales_April_2019.csv	176805	USB-C Charging Cable	1	12	43556	Portland
Sales_April_2019.csv	176806	Macbook Pro Laptop	1	1700	43577	Austin
Sales_April_2019.csv	176807	USB-C Charging Cable	1	12	43576	Seattle
Sales_April_2019.csv	176808	Google Phone	1	600	43583	San Francisco
Sales_April_2019.csv	176808	Wired Headphones	1	12	43583	San Francisco
Sales_April_2019.csv	176809	Bose SoundSport Headphones	2	100	43574	San Francisco
Sales_April_2019.csv	176810	AAA Batteries (4-pack)	1	3	43585	Atlanta
Sales_April_2019.csv	176811	AA Batteries (4-pack)	2	4	43569	Dallas
Sales_April_2019.csv	176812	Wired Headphones	1	12	43575	New York City
Sales_April_2019.csv	176813	Google Phone	1	600	43583	Atlanta
Sales_April_2019.csv	176813	Wired Headphones	1	12	43583	Atlanta
Sales_April_2019.csv	176814	Lightning Charging Cable	1	15	43564	New York City
Sales_April_2019.csv	176815	AAA Batteries (4-pack)	1	3	43559	San Francisco
Sales_April_2019.csv	176816	27in 4K Gaming Monitor	1	390	43574	Portland
Sales_April_2019.csv	176817	Lightning Charging Cable	1	15	43581	Seattle
Sales_April_2019.csv	176818	Wired Headphones	1	12	43564	San Francisco
Sales_April_2019.csv	176819	AA Batteries (4-pack)	2	4	43570	Portland
Sales_April_2019.csv	176820	USB-C Charging Cable	1	12	43572	Boston
Sales_April_2019.csv	176821	34in Ultrawide Monitor	1	380	43573	San Francisco
Sales_April_2019.csv	176822	AAA Batteries (4-pack)	1	3	43577	Seattle
Sales_April_2019.csv	176823	Wired Headphones	1	12	43561	Seattle
Sales_April_2019.csv	176824	USB-C Charging Cable	2	12	43558	Los Angeles
Sales_April_2019.csv	176825	LG Washing Machine	1	600	43568	San Francisco
Sales_April_2019.csv	176826	Bose SoundSport Headphones	1	100	43566	San Francisco
Sales_April_2019.csv	176827	AAA Batteries (4-pack)	1	3	43575	Los Angeles
Sales_April_2019.csv	176828	iPhone	1	700	43562	Seattle
Sales_April_2019.csv	176829	Wired Headphones	1	12	43585	San Francisco
Sales_April_2019.csv	176830	Wired Headphones	1	12	43573	Austin
Sales_April_2019.csv	176831	USB-C Charging Cable	1	12	43556	San Francisco
Sales_April_2019.csv	176832	Apple Airpods Headphones	1	150	43574	Los Angeles
Sales_April_2019.csv	176833	Wired Headphones	1	12	43576	Boston
Sales_April_2019.csv	176834	Lightning Charging Cable	1	15	43570	San Francisco
Sales_April_2019.csv	176835	USB-C Charging Cable	1	12	43578	Boston
Sales_April_2019.csv	176836	USB-C Charging Cable	2	12	43565	Boston
Sales_April_2019.csv	176837	Lightning Charging Cable	1	15	43565	New York City
Sales_April_2019.csv	176838	Lightning Charging Cable	1	15	43560	New York City
Sales_April_2019.csv	176839	20in Monitor	1	110	43565	Boston
Sales_April_2019.csv	176840	USB-C Charging Cable	1	12	43557	Austin
Sales_April_2019.csv	176841	AAA Batteries (4-pack)	3	3	43581	San Francisco
Sales_April_2019.csv	176842	AA Batteries (4-pack)	2	4	43561	New York City
Sales_April_2019.csv	176843	34in Ultrawide Monitor	1	380	43576	Atlanta
Sales_April_2019.csv	176844	AA Batteries (4-pack)	1	4	43578	Boston
Sales_April_2019.csv	176845	USB-C Charging Cable	1	12	43570	San Francisco
Sales_April_2019.csv	176846	USB-C Charging Cable	1	12	43574	New York City
Sales_April_2019.csv	176847	AA Batteries (4-pack)	3	4	43558	Austin
Sales_April_2019.csv	176848	27in FHD Monitor	1	150	43583	Boston
Sales_April_2019.csv	176849	34in Ultrawide Monitor	1	380	43577	San Francisco
Sales_April_2019.csv	176850	AA Batteries (4-pack)	1	4	43558	Seattle
Sales_April_2019.csv	176851	AA Batteries (4-pack)	1	4	43564	San Francisco
Sales_April_2019.csv	176852	AA Batteries (4-pack)	1	4	43564	Portland
Sales_April_2019.csv	176853	AA Batteries (4-pack)	1	4	43579	New York City
Sales_April_2019.csv	176854	AA Batteries (4-pack)	1	4	43566	Los Angeles
Sales_April_2019.csv	176855	Wired Headphones	1	12	43576	Los Angeles
Sales_April_2019.csv	176856	Lightning Charging Cable	1	15	43568	San Francisco
Sales_April_2019.csv	176857	Bose SoundSport Headphones	1	100	43585	Portland
Sales_April_2019.csv	176858	AAA Batteries (4-pack)	1	3	43571	Los Angeles
Sales_April_2019.csv	176859	AA Batteries (4-pack)	1	4	43570	New York City
Sales_April_2019.csv	176860	USB-C Charging Cable	1	12	43559	San Francisco
Sales_April_2019.csv	176861	Bose SoundSport Headphones	1	100	43569	Los Angeles
Sales_April_2019.csv	176862	AAA Batteries (4-pack)	1	3	43584	San Francisco
Sales_April_2019.csv	176863	27in FHD Monitor	1	150	43574	New York City
Sales_April_2019.csv	176864	AAA Batteries (4-pack)	2	3	43557	San Francisco
Sales_April_2019.csv	176865	AA Batteries (4-pack)	1	4	43573	New York City
Sales_April_2019.csv	176866	ThinkPad Laptop	1	1000	43557	New York City
Sales_April_2019.csv	176867	AAA Batteries (4-pack)	1	3	43580	San Francisco
Sales_April_2019.csv	176868	20in Monitor	1	110	43560	Boston
Sales_April_2019.csv	176869	Apple Airpods Headphones	1	150	43578	Seattle
Sales_April_2019.csv	176870	AAA Batteries (4-pack)	3	3	43560	New York City
Sales_April_2019.csv	176871	AA Batteries (4-pack)	1	4	43584	Dallas
Sales_April_2019.csv	176872	AA Batteries (4-pack)	1	4	43570	Los Angeles
Sales_April_2019.csv	176873	AA Batteries (4-pack)	1	4	43561	Los Angeles
Sales_April_2019.csv	176874	AAA Batteries (4-pack)	1	3	43570	New York City
Sales_April_2019.csv	176875	27in 4K Gaming Monitor	1	390	43578	San Francisco
Sales_April_2019.csv	176876	Bose SoundSport Headphones	1	100	43578	Boston
Sales_April_2019.csv	176877	Lightning Charging Cable	1	15	43565	San Francisco
Sales_April_2019.csv	176878	ThinkPad Laptop	1	1000	43568	San Francisco
Sales_April_2019.csv	176879	Flatscreen TV	1	300	43568	Portland
Sales_April_2019.csv	176880	27in FHD Monitor	1	150	43559	New York City
Sales_April_2019.csv	176881	Wired Headphones	1	12	43577	San Francisco
Sales_April_2019.csv	176882	Wired Headphones	1	12	43579	Boston
Sales_April_2019.csv	176883	Wired Headphones	2	12	43570	New York City
Sales_April_2019.csv	176884	USB-C Charging Cable	1	12	43566	San Francisco
Sales_April_2019.csv	176885	34in Ultrawide Monitor	1	380	43577	Boston
Sales_April_2019.csv	176886	Flatscreen TV	1	300	43574	San Francisco
Sales_April_2019.csv	176887	AAA Batteries (4-pack)	1	3	43556	Boston
Sales_April_2019.csv	176888	Wired Headphones	1	12	43570	New York City
Sales_April_2019.csv	176889	AAA Batteries (4-pack)	1	3	43572	Boston
Sales_April_2019.csv	176890	USB-C Charging Cable	1	12	43580	Austin
Sales_April_2019.csv	176891	AAA Batteries (4-pack)	1	3	43562	Portland
Sales_April_2019.csv	176892	AAA Batteries (4-pack)	1	3	43567	Boston
Sales_April_2019.csv	176893	AAA Batteries (4-pack)	1	3	43578	Seattle
Sales_April_2019.csv	176894	Flatscreen TV	1	300	43568	San Francisco
Sales_April_2019.csv	176895	Apple Airpods Headphones	1	150	43579	Boston
Sales_April_2019.csv	176896	AAA Batteries (4-pack)	2	3	43579	Dallas
Sales_April_2019.csv	176897	Apple Airpods Headphones	1	150	43557	San Francisco
Sales_April_2019.csv	176898	Apple Airpods Headphones	1	150	43573	New York City
Sales_April_2019.csv	176899	Lightning Charging Cable	1	15	43560	San Francisco
Sales_April_2019.csv	176900	Bose SoundSport Headphones	1	100	43576	Boston
Sales_April_2019.csv	176901	Lightning Charging Cable	1	15	43577	Atlanta
Sales_April_2019.csv	176902	USB-C Charging Cable	1	12	43566	Atlanta
Sales_April_2019.csv	176903	iPhone	1	700	43564	Boston
Sales_April_2019.csv	176904	AAA Batteries (4-pack)	1	3	43568	Boston
Sales_April_2019.csv	176905	27in FHD Monitor	1	150	43567	New York City
